model,link,question_number,eng_question,wrong_in,n_wrong_langs
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Ice_Skates,2,"According to the passage, which of the following accurately describes the hollow on the blade of a modern ice skate?",swe,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,1,"According to the passage, what will eventually cause a light bulb to stop working?",est,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Rocket,1,Which of the following reflects long distance calls back down to Earth,fin,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time,1,Which should be noted about a cyclical event in order to track the passing of time?,est,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:Languages/Hindi,1,"According to the passage, the number of native Hindi speakers fluctuates based on which factor?",est,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:Languages/Sanskrit,1,"According to the passage, which languages have been influenced by Sanskrit?",fin,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon,1,"According to the passage, which of the following statements accurately describes the Moon’s outer layer?",est,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/The_Sun,1,What becomes thinner the further you move from the Sun’s center?,swe,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Venus,1,Which of the following observations helped to affirm the Copernicus theory?,swe,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon,1,"According to the passage, where does the Amazon River collect water from?",fin,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Matter_Is_The_Stuff_Around_You,1,What is the chemical makeup of water?,fin,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Matter_Is_The_Stuff_Around_You,2,"When water changes forms, what will remain the same?",swe,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain,2,What did Germany call the attack on Britain?,est,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battleships,1,What is not mentioned as a necessary step in Italy’s plan to capture African countries?,swe,1
anthropic_claude-haiku-4.5,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines,1,The development of what technology caused submarines to start traveling under water?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,2,What nationality is Alessandro Safina?,swe,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui,_Hawaii",2,Who eventually provided an explanation regarding the cancellation of the event?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek,2,Who blamed protesters from the south for the looting?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,1,Each Reading Rainbow episode offered kids recommendations for what?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/American_children%27s_show_Reading_Rainbow_ends_26_year_run,2,What may have contributed to the cancellation of the Reading Rainbow series?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Anonymous_people_reveal_animal_cruelty_at_Australian_Inghams_poultry_producer_factory_using_CCTV_footage,2,"According to the passage, what could help solidify the importance of animal welfare to Australian abattoir workers?",fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting,1,"According to the passage, what is the occupation of the person who was arrested?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe,2,"According to the passage, which of the following countries decided to defer the process of joining ACTA?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos,1,How many people were injured as a result of iPod overheating incidents?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Argentina%27s_first_lady_launches_presidential_bid,1,What did Cristina Fernandez de Kirchner announce at the Argentine Theatre?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Australian_Big_Brother_cleared_of_breaching_content_laws,2,What parameters must media fall under in order to be considered internet content?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Austria_leads_medal_count_after_second_day_of_2013_IPC_Alpine_World_Championships,1,Which skier competed with the help of a guide?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Bali_climate_change_conference_begins,2,"According to the passage, what does the U.N. hope to save?",fin,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Beverly_Hall,_indicted_public_school_superintendent,_dies_aged_68",1,"According to the passage, what did The Atlanta Journal-Constitution accuse education officials of?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage,1,Which statement about the hostel guests is not true?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Businessman_and_founder_of_The_Weather_Channel_Frank_Batten_dies_at_82,2,Which of following did Batten make a donation to?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Canadian_inspectors_to_test_food_ingredients_from_China,1,What did the compounds cyanuric acid and melamine form when they reacted with one another in cat urine?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Canadian_inspectors_to_test_food_ingredients_from_China,2,What did researchers use infrared spectroscopy to observe?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Car_women%27s_rugby_7%27s_tournament,1,What wasn’t something that stood out about South Africa’s gameplay during the rugby tournament?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions,2,What was not mentioned by Hu?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,1,What do performers encourage the audience to do during Camille Saint-Saens’ opera?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Controversial_Berlin_opera_features_interactive_drug_usage,2,Who primarily smokes joints during the opera?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Explorers_find_shipwreck_thought_to_be_massive_WWII_battleship_Musashi,1,What led Allen to begin an eight-year search for the Musashi?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Explosion_at_earthquake-damaged_Fukushima_nuclear_power_plant,1,"According to the passage, which of the following likely led to hazardous conditions in and around the plant?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas,1,What kind of technology does the NextGen system use?,est,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Four_killed,_four_others_injured_in_Buffalo,_New_York_shooting",2,Which statement regarding the event where the shooting occurred is accurate?,fin,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Gas_explosion_reported_in_Hammersmith,_London",1,"Following the explosion, who was treated for serious injuries?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Guinness_turns_250,2,About how many billion dollars does Guinness bring in each year?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit,1,When was Haiti’s last encounter with the disease before the spread caused by the peacekeepers?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit,2,Waste from which location contributed to the spread of the disease?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Hard_drugs_temporarily_legal_in_Ireland_due_to_constitutional_loophole,2,What was temporarily legal in Ireland?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Hollywood_sign_modified_to_read_%27Hollyweed%27,2,"When altering the sign, what did the suspect not do?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Hong_Kong_%27tutor_king%27_applies_for_bankruptcy,1,"According to the passage, which of the following was the English tutor Karno not accused of?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic,1,"Prior to Fred, how many major storms had been recorded east of 35°W?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,1,Which of the following has faster speeds than its predecessors?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years,2,What is necessary for the 802.11n to be backwards compatible with 802.11b?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,1,"According to the passage, what could have led to confusion about earthquake activity?",fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity,2,"According to the passage, when did a phase change occur?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/India%27s_flag_lands_on_Moon,2,Which of the following statements accurately describes the lunar probe?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak,2,How does the disease transfer to humans?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Indiana_legislators_vote_for_state_constitutional_ban_on_same-sex_marriage,2,"According to the passage, when was the second sentence deleted?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Japanese_tourist_travels_through_37_countries_on_just_$2,1,Where did Iwasaki manage to avoid taking vows?,fin,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",2,Why was the runoff ultimately deemed unnecessary by diplomats?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,1,"According to the passage, which of the following issues is not included in the document?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,2,Which of the following is not one of Palestine’s demands?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Mass_evictions_from_Oakland%27s_public_housing,1,"As stated in the passage, who did Carolyn Wilson work for before leaving town?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Matt_Kenseth_wins_third_NASCAR_Sprint_Cup_race_of_2012,1,"With four races remaining in the season, who is in fourth place of the Drivers’ Championship?",fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Meteorites_in_Morocco_found_to_be_from_Mars,2,"As mentioned in the passage, what is true of the rocks that have been found to be martian in origin?",fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury,2,When was Massa injured?,swe,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Militants_bomb_Gaziantep,_Turkey_police_headquarters",1,How many people killed in the attack were not police officers?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Mitt_Romney_wins_Iowa_Caucus_by_eight_votes_over_surging_Rick_Santorum,2,"According to the passage, who spoke highly of another candidate following the resulting of the caucus?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions,1,Which language program is not included in the three new Naked News broadcasts?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/National_Basketball_Association_suspends_season_due_to_COVID-19_concerns,1,Which of the following did the NBA decide to suspend?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,"According to the passage, which of the following statements accurately describes Virgin Group’s dealings with Northern Rock bank?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,"As stated in the passage, which nation is affected by the signing of the Kyoto climate accord?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,Which statement does not accurately reflect the pest control trial?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,2,"According to the passage, what occurred sooner than expected?",fin,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",1,What was not stated in the latest report from Xinhua news agency?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Noted_stamp_engraver_Czeslaw_Slania_dies_at_83,1,How many stamps did Słania produce for various countries?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Philae_space_probe_lands_on_comet,1,What is something that scientists want to figure out?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,1,"According to the passage, what did not happen before the photographer was hit by the vehicle?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,2,What was a the photographer attempting to do before he was struck by a vehicle?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Rare_Middle_East_cyclone_batters_Oman,2,How fast were the winds at the peak of Tropical Cyclone Gonu?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Remnants_of_Hurricane_Felicia_affect_Hawaii,1,"According to the passage, which of the following did not occur as a result of Hurricane Felicia?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Romanian_artists_auction_off_their_works_for_tsunami_victims,2,Which of the following statements accurately describes CowParade?,swe,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Sam_Simon,_%27The_Simpsons%27_co-creator,_dies_aged_59",2,Who hired the writing team for The Simpsons?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced,1,"According to Fluke, who was sending her positive comments and encouragement?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers,2,Rivers and lakes consisting of a transparent liquid have been identified on what planetary body?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Scientists_find_dinosaur_feathers_preserved_in_amber,2,What did the dinosaur feathers not have?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,1,Which of the following statements about ZMapp is not true?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola,2,Which of the following statements accurately describes the PALM trial?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Seven_caves_found_on_Mars:_NASA,2,How is the thermal behavior of the Seven Sisters observed?,fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Spam_mailer_gets_9_year_jail_sentence,2,Which of the following statements accurately describes the case?,fin,1
anthropic_claude-haiku-4.5,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia",2,"According to the passage, what did the quake cause?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Support_for_an_Australian_republic_slips,1,What percentage of people surveyed support Australia becoming a republic immediately?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case,1,"As stated in the passage, who, specifically, was exposed to a patient?",fin,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case,2,"According to the passage, what assurance did the governor not make when addressing the Texas citizens?",swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27,2,"According to the passage, what is Dr. Ur skeptical about?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland,1,"Based on the passage, which of the following statements about Franciszek Kowal’s experience is true?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/Tropical_Storm_Danielle_forms_in_Atlantic_Ocean,2,"According to the passage, which of the following statements about Tropical Storm Danielle is not true?",est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/U.S._President_arrives_in_Singapore,1,Who greeted George W. Bush upon his arrival in Asia?,swe,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park,1,Where was the ship heading when the incident occurred? ,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/US_helicopter_with_17_on_board_believed_to_have_been_shot_down_in_Afghanistan,1,What is believed to be the cause of the crash?,est,1
anthropic_claude-haiku-4.5,https://en.wikinews.org/wiki/West_Indies_wins_the_third_match_of_the_cricket_series_against_India,2,"According to the passage, what was the highest score of of the innings?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Advice_for_nervous_flyers,1,In which situation would an anxious flyer be likely to benefit from understanding the inner workings of an aircraft?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Alcoholic_beverages,2,"As stated in the passage, what could potentially lessen the harmful affects of alcohol?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Amsterdam/Canal_District,1,Where are property values among Amsterdam’s highest?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Angkor_Archaeological_Park,2,"According to the passage, what is required for visitors to enter Phnom Krom?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Astronomy,1,Where is a pre-modern observatory least likely to be located?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries,2,"According to the passage, if a passenger’s cruise is in the summer, what might they be able to avoid?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Barcelona,1,Why is Catalan frequently used for signs and announcements in Barcelona?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Border_crossing,1,"According to the passage, on what type of vehicle might passports be collected so as not to interrupt the passenger?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Budget_travel,2,"According to the passage, who might have a difficult time traveling on a very minimal budget?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Canyoning,1,Which of the following is not required to begin canyoneering?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Car_camping,2,"According to the passage, what might car campers want to avoid if they are looking to stay under the radar?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Casablanca,2,Who deserted the modern city of Casablanca following a natural disaster?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Caucasus,1,What is not recognized by Armenia?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Charlotte_with_children,2,"According to the passage, what could be considered a downside to living in Charlotte with children?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Cinque_Terre,1,How can people reach the remote villages in the region of Liguria?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Culture_shock,1,Travelers experiencing re-entry shock have a hard time doing what?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Dominican_Republic,2,"According to the passage, which language was spoken by the Caribes?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Downhill_snowsports,2,"According to the passage, around what time was skiing first recognized as a sport?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Easter_travel,1,"According to the passage, how is Easter celebrated by some especially traditional churches?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Eye_care,1,Which of the following could cost more in a foreign country than at home?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/First_and_business_class_flights,2,"According to the passage, what would be a waste of time to search for when booking certain fare classes?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Funeral_travel,2,What is true about bereavement fares?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Galapagos_Islands,1,"According to the passage, how can you guarantee you are matched with a suitable ship?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Gambling,2,"According to the passage, what should a smart gambler avoid?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/German_phrasebook,1,"According to the passage, which part of speech is capitalized in the middle of a sentence?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Glaciers,1,"According to the passage, what causes crevasses?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Glaciers,2,"According to the passage, which of these can be hidden by snow bridges?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Goma,2,Which of the following would not be a good tip for a tourist in Goma?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Grand_Canyon,2,What policy is in place to protect the canyon?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Greenland,1,"According to the passage, what should be avoided by travelers visiting Greenland?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hiking,2,"According to the passage, when does a day hike require very minimal preparation?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway,1,What is different about plateaus in Rogaland or Agder compared to the rest of Norway?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hill_stations_in_India,2,"According to the passage, when is there usually the most tourists at the hill stations?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hitchhiking_boats,1,What should you avoid doing if you’re hoping to find a boat looking for help?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hitchhiking_boats,2,What should you do around the marinas when searching for a boat that needs help?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hong_Kong,1,Which location would appeal to a tourist interested in the island’s colonial history?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Horse_riding,1,What do some saddles have that help mitigate the risk of a rider’s foot getting caught in a stirrup?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Horse_riding,2,Which feature of a riding boot helps increase the rider’s safety when using stirrups?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hospitality_exchange,1,What is offered to travelers through hospitality exchange networks?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Hospitality_exchange,2,"Based on the passage, which of the following statements regarding hospitality exchange networks is not true?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Internet_access,1,In which scenario would choosing a web proxy over a personal VPN provider be sufficient for the user?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Izmir,1,Which of the following characteristics of Izmir originated prior to the modern day?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Izmir,2,Which of the following is not an accurate characteristic of Izmir?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Jerusalem,2,Which of the following is not mentioned in the passage as something Jerusalem is known for?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Kruger_National_Park,2,Which statement does not accurately describe Kruger National Park?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Machu_Picchu,1,Which of the following is most likely to cause danger for climbers throughout the steeper portions of the mountain?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Mallorca,1,"According to the passage, which of these is not a main staple of Majorcan cuisine?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Maori_culture,1,"Based on the information in the passage, which statement about hangi meals is not true?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Mobile_phones,2,When would a satellite phone be preferable to a cell phone?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Montevideo,2,"According to the passage, when should a traveler visit Montevideo if they are partial to a cooler climate?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Pests,1,Which of the following is an animal pest not likely to do?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Phone_service,2,How are the better call rates offered by some cards accessed?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Running,2,"According to the passage, Go Running Tours helps connect how many different sightrunning organizations?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Safaris,1,What should a tourist do if they are hoping for the clearest possible sighting of a cheetah?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Salar_de_Uyuni,2,"According to the passage, who would be likely to secure the best tour rate?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Sleep,1,"According to the passage, which type of traveler is not likely to benefit from using a travel agent’s services?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Sleep,2,Which of the following is not mentioned in the passage as a benefit of booking through a travel agent?,swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Snow_safety,1,Which of the following is not a trigger for avalanches?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/South_Asian_cuisine,1,"According to the passage, a curry is based around which ingredients?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/South_Pole,1,Why is a swerve around the Transantarctic Mountains required to get onto the plateau?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Southern_Africa,1,What is not mentioned in the passage as something tourists should be aware of when exploring Southern Africa?,fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Subtropical_rainforests,1,When should you be especially mindful of mosquitoes?,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Tokyo_2020,1,When were the summer Olympics originally scheduled? ,est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Travel_basics,2,"Based on the information in the passage, which kind of person might experience disappointment when traveling to a foreign place?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Travel_insurance,2,"According to the passage, which of the following does not need to be shown on the policy?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Travel_photography/Film,1,"According to the passage, which negative size reflects the film format used most commonly?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Travel_writing,2,"When starting a travel writing business, which of the following abilities should likely be refined first?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,2,"According to the passage, regular exposure could lead to immunity of what?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Vancouver,2,"According to the passage, which destination is most likely to offer travelers an authentic Vancouver experience?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Video_recording,2,"According to the passage, where are the best places to film using a drone?",swe,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Volunteer_travel,2,"According to the passage, how is volunteering while abroad beneficial to a traveler on a budget?",fin,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Walt_Disney_World,1,"According to the passage, what might be considered atypical of the average trip to Walt Disney World?",est,1
anthropic_claude-haiku-4.5,https://en.wikivoyage.org/wiki/Water_safety,1,"According to the passage, what can be nearly impossible even for skilled swimmers?",swe,1
